,locationName,categories,locationAddress,locationCity,locationState,locationZip,locationPhone,openTime,Years In Business
924,Yasu,"['Restaurants', 'Japanese Restaurants', 'Korean Restaurants']",1366 Beacon St,Brookline,MA,02446,(617) 738-2244,11:30 am - 10:30 pm,15
925,Bab Korean Bistro,"['Restaurants', 'Korean Restaurants', 'Asian Restaurants']",1374 Beacon St,Brookline,MA,02446,(617) 383-5575,11:30 am - 10:00 pm,2
926,7 Subs,"['Restaurants', 'American Restaurants']",1 Centre St,Brookline,MA,02446,(617) 232-7070,11:00 am - 4:00 pm,
927,Takusan Sushi,"['Restaurants', 'Sushi Bars', 'Caterers']",1223 Beacon St,Brookline,MA,02446,(617) 739-0000,11:30 am - 10:00 pm,
928,Xiang Yu China Bistro,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",1223 Beacon St,Brookline,MA,02446,(617) 739-0000,,
929,Fresh City,"['Restaurants', 'American Restaurants']",1335 Beacon St,Brookline,MA,02446,(617) 566-9727,10:00 am - 8:00 pm,
930,Vittorios Grill,"['Restaurants', 'American Restaurants', 'Bar & Grills']",1398 Beacon St,Brookline,MA,02446,(617) 879-9797,12:00 pm - 9:00 pm,4
931,Eureka!,"['Restaurants', 'American Restaurants']",1349 Beacon St,Brookline,MA,02446,(617) 738-7352,10:00 am - 7:00 pm,16
932,Hong Kong Cafe,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",1391 Beacon St,Brookline,MA,02446,(617) 232-3838,4:00 pm - 11:30 pm,29
933,U Sushi,"['Restaurants', 'Sushi Bars', 'Family Style Restaurants']",1393 Beacon St,Brookline,MA,02446,(617) 278-1688,11:30 am - 10:30 pm,9
934,Prairie Fire,"['Restaurants', 'American Restaurants', 'Pizza']",242 Harvard St,Brookline,MA,02446,(617) 396-8199,4:30 pm - 10:00 pm,
935,Khao Sarn,"['Restaurants', 'Thai Restaurants', 'Take Out Restaurants']",250 Harvard St,Brookline,MA,02446,(617) 566-7200,5:00 pm - 9:45 pm,16
936,Shaking Crab,"['Restaurants', 'Seafood Restaurants', 'Creole & Cajun Restaurants']",250 Harvard St,Brookline,MA,02446,(617) 383-5182,,
937,Maluken Sushi Express,"['Restaurants', 'Sushi Bars', 'Take Out Restaurants']",1038 Beacon St,Brookline,MA,02446,(617) 859-8828,11:45 am - 10:30 pm,25
938,Mei Mei,"['Restaurants', 'Asian Restaurants']",506 Park Dr,Boston,MA,02215,(857) 250-4959,11:00 am - 10:00 pm,7
939,China Maxim III,"['Restaurants', 'Chinese Restaurants', 'Take Out Restaurants']",241 Market St,Brighton,MA,02135,(617) 783-5458,11:00 am - 12:00 am,25
940,Reins International Inc,"['Restaurants', 'Barbecue Restaurants']",1002 Beacon St,Brookline,MA,02446,(617) 264-6190,11:30 am - 11:00 pm,8
941,Giggling Rice Thai,"['Restaurants', 'Thai Restaurants', 'Caterers']",1009 Beacon St,Brookline,MA,02446,(617) 232-9888,11:30 am - 10:00 pm,
942,Our Zone,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",1583 Commonwealth Ave,Brighton,MA,02135,(617) 787-5030,,
943,Genji Express,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",15 Washington St,Brighton,MA,02135,(617) 738-8187,8:00 am - 10:00 pm,7
944,Milano Pizza & Pasta,"['Restaurants', 'Pizza', 'Italian Restaurants']",60 Washington St,Brighton,MA,02135,(617) 277-8277,11:00 am - 10:45 pm,
945,Tasca Spanish Tapas Restaurant Bar,"['Restaurants', 'Tapas', 'Bars']",1610 Commonwealth Ave,Brighton,MA,02135,(617) 730-8002,,25
946,Homu sushi & Asian Cuisine,"['Restaurants', 'Sushi Bars', 'Caterers']",187 Harvard St,Brookline,MA,02446,(617) 277-2999,11:30 am - 9:45 pm,
947,Yin Lin,"['Restaurants', 'Family Style Restaurants']",1616 Commonwealth Ave,Brighton,MA,02135,(617) 734-8192,,
948,Levi's Restaurant and Lou,"['Restaurants', 'Family Style Restaurants']",212 Washington St,Brighton,MA,02135,(617) 265-1077,,
949,Rail Stop 96 Restaurant and Bar,"['Restaurants', 'Family Style Restaurants', 'American Restaurants']",12 Wirt St,Brighton,MA,02135,(617) 254-0044,,
950,Kamiza,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']",696 Washington St,Brookline,MA,02446,(617) 731-6700,4:30 pm - 11:00 pm,9
951,Mdm Noodles,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",351 Washington St,Brighton,MA,02135,(617) 208-8663,11:30 am - 9:00 pm,5
952,"Lee, Florence","['Restaurants', 'Japanese Restaurants']",412 Market St,Brighton,MA,02135,(617) 787-1686,,
953,South of the Clouds,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",412a Market St,Brighton,MA,02135,(617) 787-1686,11:30 am - 9:30 pm,
954,Fresh City,"['Restaurants', 'American Restaurants']",201 Brookline Ave,Boston,MA,02215,(617) 424-7907,10:00 am - 8:00 pm,
955,American Craft,"['Restaurants', 'American Restaurants', 'Bars']",1700 Beacon St,Brookline,MA,02445,(617) 487-4290,,
956,Happy Garden,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",377 Washington St,Brighton,MA,02135,(617) 787-0293,11:00 am - 2:00 am,12
957,Brighton Ventures Inc,"['Restaurants', 'Family Style Restaurants']",377 Washington St,Brighton,MA,02135,(617) 787-0293,,
958,Fenmore Grill,"['Restaurants', 'American Restaurants', 'Bars']",645 Beacon St,Boston,MA,02215,(617) 391-1800,7:00 am - 11:00 pm,6
959,Poke Garden,"['Restaurants', 'Japanese Restaurants']",6 Harvard Ave,Brookline,MA,02446,(617) 608-3145,,
960,Wahlburgers,"['Restaurants', 'American Restaurants', 'Hamburgers & Hot Dogs']",132 Brookline Ave,Boston,MA,02215,(617) 927-6810,11:00 am - 8:00 pm,
961,Yard House,"['Restaurants', 'American Restaurants', 'Sports Bars']",126 Brookline Ave,Boston,MA,02215,(617) 236-4083,11:00 am - 11:30 pm,5
962,Tilted Kilt,"['Restaurants', 'Barbecue Restaurants', 'Bars']",98 Brookline Ave,Boston,MA,02215,(266) 464-7666,Open 24 Hours,
963,Tilted Kilt Pub & Eatery,"['Restaurants', 'American Restaurants', 'Bars']",96 Brookline Ave,Boston,MA,02215,(617) 936-3098,,
964,Orfano,"['Restaurants', 'Italian Restaurants']",1391 Boylston St,Boston,MA,02215,(617) 916-9600,5:00 pm - 10:00 pm,
965,Rios Restaurant Buffet,"['Restaurants', 'Family Style Restaurants', 'Caterers']",157 Sutherland Rd,Brighton,MA,02135,(617) 277-0026,,
966,Tiger Mama,"['Restaurants', 'Thai Restaurants', 'Vietnamese Restaurants']",1363 Boylston St,Boston,MA,02215,(617) 425-6262,5:00 pm - 10:00 pm,5
967,Fresh City,"['Restaurants', 'American Restaurants']",364 Brookline Ave,Boston,MA,02215,(617) 232-5599,,
968,Tatte bakery and cafe,"['Restaurants', 'American Restaurants', 'Bakeries']",1352 Boylston St,Boston,MA,02215,(617) 366-1800,7:00 am - 9:00 pm,
969,Thai Dish Restaurant,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']",636 Beacon St,Boston,MA,02215,(617) 437-9611,11:30 am - 10:00 pm,
970,The Original Soupman,"['Restaurants', 'Seafood Restaurants']",350 Longwood Ave,Boston,MA,02115,(617) 383-6419,,
971,Eventide Fenway,"['Restaurants', 'Seafood Restaurants']",1321 Boylston St,Boston,MA,02215,(617) 545-1060,11:00 am - 10:00 pm,
972,Sakura Japan,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']",350 Longwood Ave,Boston,MA,02115,(617) 731-0009,,9
973,Tsushi,"['Restaurants', 'Sushi Bars', 'Asian Restaurants']",350 Longwood Ave,Boston,MA,02115,(617) 505-5155,11:00 am - 9:00 pm,7
974,Bangkok Bistro,"['Restaurants', 'American Restaurants', 'Breakfast, Brunch & Lunch Restaurants']",433 Washington St,Brighton,MA,02135,(617) 903-4085,11:00 am - 10:00 pm,7
975,Freshii,"['Restaurants', 'American Restaurants']",330 Brookline Ave,Boston,MA,02215,(617) 667-3690,6:30 am - 4:30 pm,
976,Virginia's Fine Foods,"['Restaurants', 'Take Out Restaurants', 'Caterers']",8 Cypress St,Brookline,MA,02445,(617) 566-7775,7:00 am - 7:00 pm,40
977,Pineapple Thai Cuisine,"['Restaurants', 'Thai Restaurants', 'Caterers']",6 Cypress St,Brookline,MA,02445,(617) 277-3000,11:30 am - 9:30 pm,5
978,El Pelon Taqueria,"['Restaurants', 'Breakfast, Brunch & Lunch Restaurants', 'Caterers']",92 Peterborough St,Boston,MA,02215,(617) 262-9090,11:00 am - 11:00 pm,22
979,Rod Dee 2,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']",94 Peterborough St,Boston,MA,02215,(617) 859-0969,11:00 am - 10:30 pm,20
980,Rod Thai Family Taste,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']",94 Peterborough St,Boston,MA,02215,(617) 859-0969,,
981,Umi Japanese Restaurant,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']",90 Peterborough St,Boston,MA,02215,(617) 536-6688,,
982,Fiouna Restaurant L,"['Restaurants', 'Middle Eastern Restaurants', 'Mediterranean Restaurants']",90 Peterborough St,Boston,MA,02215,(617) 247-7717,11:00 am - 8:00 pm,7
983,Sushi Kappo,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",86 Peterborough St,Boston,MA,02215,(857) 263-8168,11:00 am - 11:00 pm,3
984,Bennetts Sandwich Shop,"['Restaurants', 'American Restaurants', 'Sandwich Shops']",84 Peterborough St,Boston,MA,02215,(857) 239-9736,,
985,Roman's Deli,"['Restaurants', 'Delicatessens', 'Caterers']",243 Faneuil St,Brighton,MA,02135,(617) 987-0191,6:00 am - 9:00 pm,5
986,Pho Countryside,"['Restaurants', 'Vietnamese Restaurants', 'Asian Restaurants']",468 Commonwealth Ave,Boston,MA,02215,(857) 990-3679,10:30 am - 10:30 pm,4
987,Sweet Caroline's Restaurant & Bar,"['Restaurants', 'American Restaurants', 'Bars']",1260 Boylston St,Boston,MA,02215,(617) 424-1260,11:00 am - 1:00 am,9
988,Jyuba,"['Restaurants', 'American Restaurants', 'Pizza']",1260 Boylston St,Boston,MA,02215,(617) 424-1260,3:00 pm - 1:00 am,
989,Restaurant 108,"['Restaurants', 'American Restaurants']",115 Greenough St Room 108,Brookline,MA,02445,(617) 713-5068,7:00 am - 12:30 pm,
990,Pho #1 Brighton,"['Restaurants', 'Vietnamese Restaurants', 'Asian Restaurants']",1799 Commonwealth Ave,Brighton,MA,02135,(617) 254-2254,11:30 am - 10:00 pm,
991,Chilli Thai Bistro,"['Restaurants', 'Thai Restaurants', 'Caterers']",1799 Commonwealth Ave,Brighton,MA,02135,(617) 254-2254,4:00 pm - 1:00 am,
992,Cafe Nero,"['Restaurants', 'Coffee & Espresso Restaurants', 'American Restaurants']",1 Harvard St,Brookline,MA,02445,(617) 487-8946,6:30 am - 9:00 pm,
993,Wow Bbq,"['Restaurants', 'Barbecue Restaurants', 'Caterers']",320 Washington St,Brookline,MA,02445,(617) 566-8858,12:00 pm - 11:00 pm,5
994,Ariabella,"['Restaurants', 'Italian Restaurants', 'Mediterranean Restaurants']",52 Queensberry St,Boston,MA,02215,(617) 266-1313,,10
995,Sufra Restaurant,"['Restaurants', 'Family Style Restaurants']",52 Queensberry St,Boston,MA,02215,(857) 449-0904,,
996,Cutty's,"['Restaurants', 'American Restaurants', 'Delicatessens']",284 Washington St,Brookline,MA,02445,(617) 505-1844,8:00 am - 3:00 pm,10
997,Noodles And Elephants,"['Restaurants', 'Asian Restaurants']",39 Strathmore Rd,Brighton,MA,02135,(401) 297-6724,,
998,Magnolia Smokehouse,"['Restaurants', 'American Restaurants', 'Barbecue Restaurants']",6 Harvard Sq,Brookline,MA,02445,(617) 566-3782,11:30 am - 10:00 pm,4
999,Mays Teriyaki,"['Restaurants', 'Japanese Restaurants']",130 Jersey St,Boston,MA,02215,(617) 424-0900,,
1000,M & J Teriyaki,"['Restaurants', 'Japanese Restaurants', 'Caterers']",130 Jersey St,Boston,MA,02215,(617) 424-0900,11:00 am - 11:00 pm,5
1001,Yang Shu,"['Restaurants', 'Family Style Restaurants']",25 Massachusetts Ave,Boston,MA,02115,(617) 536-9852,,
1002,Chef Chang's,"['Restaurants', 'Chinese Restaurants', 'Caterers']",30 Massachusetts Ave,Boston,MA,02115,(617) 236-1888,11:00 am - 10:00 pm,40
1003,Bertucci's,"['Restaurants', 'Italian Restaurants', 'Pizza']",4 Brookline Pl,Brookline,MA,02445,(617) 731-2300,,
1004,Asta,"['Restaurants', 'American Restaurants']",47 Massachusetts Ave,Boston,MA,02115,(617) 585-9575,6:00 pm - 10:30 pm,7
1005,Bernards Restaurant,"['Restaurants', 'Family Style Restaurants']",55 Boylston St,Brookline,MA,02445,(617) 738-3388,11:30 am - 11:00 pm,7
1006,Legal Sea Foods,"['Restaurants', 'Seafood Restaurants']",55 Boylston St,Brookline,MA,02445,(617) 735-1858,,
1007,Cornish Pasty,"['Restaurants', 'American Restaurants', 'Indian Restaurants']",51 Massachusetts Ave,Boston,MA,02115,(857) 250-4497,11:00 am - 10:00 pm,4
1008,Panificio,"['Restaurants', 'Italian Restaurants']",61 Massachusetts Ave,Boston,MA,02115,(617) 778-7769,,
1009,Wok N Talk,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",525 Washington St,Brighton,MA,02135,(617) 903-3630,4:00 pm - 2:00 am,5
1010,Hoshi Ya,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",529 Washington St,Brighton,MA,02135,(617) 254-8808,3:30 pm - 12:00 am,9
1011,Cafe G,"['Restaurants', 'American Restaurants']",25 Evans Way,Boston,MA,02115,(617) 566-1088,11:00 am - 4:00 pm,6
1012,Uni Sashimi Bar,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",370 Commonwealth Ave,Boston,MA,02215,(617) 536-7200,5:30 pm - 10:00 pm,
1013,Billy's Texas BBQ,"['Restaurants', 'Barbecue Restaurants']",530 Washington St,Brighton,MA,02135,(617) 288-6161,,
1014,Agoros Pizza,"['Restaurants', 'Pizza', 'Caterers']",356 Chestnut Hill Ave,Brighton,MA,02135,(617) 277-4992,11:00 am - 1:00 am,
1015,Pat's Place,"['Restaurants', 'American Restaurants', 'Caterers']",15 Francis St,Boston,MA,02115,(617) 732-4088,6:00 am - 5:00 pm,8
1016,Miyuki Sushi,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']",547 Washington St,Brighton,MA,02135,(617) 208-8773,3:00 pm - 2:00 am,4
1017,Soul Fire,"['Restaurants', 'Barbecue Restaurants']",737 Huntington Ave,Boston,MA,02115,(617) 232-8000,11:00 am - 10:00 pm,26
1018,Laughing Monk Cafe,"['Restaurants', 'Sushi Bars', 'Caterers']",737 Huntington Ave,Boston,MA,02115,(617) 232-8000,5:00 pm - 9:30 pm,3
1019,Sushi Momento,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",399 Chestnut Hill Ave,Brookline,MA,02445,(617) 505-3460,,2
1020,Twelve Hours,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",559 Washington St,Brighton,MA,02135,(617) 202-5108,11:00 am - 11:00 pm,4
1021,Wok n Talk,"['Restaurants', 'Chinese Restaurants', 'Take Out Restaurants']",23 S Huntington Ave,Jamaica Plain,MA,02130,(617) 487-8262,5:00 pm - 3:00 am,84
1022,Ilmondo Pizza Shop,"['Restaurants', 'Pizza', 'Italian Restaurants']",682 Huntington Ave,Boston,MA,02115,(617) 277-7161,10:30 am - 1:00 am,10
1023,Montecristo Mexican Grill,"['Restaurants', 'Mexican Restaurants', 'Latin American Restaurants']",748 Huntington Ave,Boston,MA,02115,(617) 232-2228,9:00 am - 12:00 pm,12
1024,Chiharu,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",370 Boylston St,Brookline,MA,02445,(617) 487-8684,11:30 am - 9:30 pm,
1025,Legal Seafoods,"['Restaurants', 'Seafood Restaurants']",558 Washington St,Brighton,MA,02135,(617) 217-5744,,
1026,Oriental House Restaurant,"['Restaurants', 'Asian Restaurants']",560 Washington St,Brighton,MA,02135,(617) 282-9329,,
1027,Phantom Grill & Pizzeria,"['Restaurants', 'Pizza', 'Bar & Grills']",583 Washington St,Brighton,MA,02135,(617) 987-2023,11:00 am - 10:00 pm,
1028,Greek Village G & G,"['Restaurants', 'Greek Restaurants', 'Mediterranean Restaurants']",583 Washington St,Brighton,MA,02135,(617) 987-0587,,
1029,Mission Sushi & Wok,"['Restaurants', 'Sushi Bars', 'Caterers']",1625 Tremont St,Roxbury Crossing,MA,02120,(617) 739-8888,11:30 am - 11:00 pm,7
1030,B.Good,"['Restaurants', 'American Restaurants', 'Vegetarian Restaurants']",137 Massachusetts Ave,Boston,MA,02115,(617) 236-5480,11:00 am - 10:00 pm,
1031,The Crossing Bar,"['Restaurants', 'American Restaurants', 'Bars']",1592 Tremont St,Roxbury Crossing,MA,02120,(617) 487-4851,11:00 am - 1:00 am,
1032,Shin Hakata Ramen,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']",173 Massachusetts Ave,Boston,MA,02115,(857) 350-3923,11:00 am - 2:00 am,4
1033,Haju Kitchen,"['Restaurants', 'Korean Restaurants', 'Asian Restaurants']",175 Massachusetts Ave,Boston,MA,02115,(617) 982-7118,,6
1034,Pho Basil,"['Restaurants', 'Vietnamese Restaurants', 'Family Style Restaurants']",177 Massachusetts Ave,Boston,MA,02115,(617) 262-5377,11:30 am - 10:00 pm,13
1035,Dumpling Palace,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",179 Massachusetts Ave,Boston,MA,02115,(617) 266-8888,11:00 am - 3:00 am,6
1036,Thai House Spa and Massage,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']",77 Pond Ave,Brookline,MA,02445,(617) 566-0863,,
1037,Santouka Ramen,"['Restaurants', 'Asian Restaurants', 'Japanese Restaurants']",66 Hereford St,Boston,MA,02115,(857) 250-4214,11:00 am - 9:30 pm,4
1038,J's Tomodachi Sushi,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']",201 Massachusetts Ave,Boston,MA,02115,(617) 236-1464,11:30 am - 9:30 pm,
1039,Sushiemon,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",201 Massachusetts Ave,Boston,MA,02115,(617) 236-1464,12:00 pm - 9:00 pm,7
1040,Sushi Station,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",1562 Tremont St,Roxbury Crossing,MA,02120,(617) 738-0888,11:00 am - 9:30 pm,10
1041,Bess's Cafe,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",224 Cypress St,Brookline,MA,02445,(617) 879-0993,,
1042,Thai North,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']",433 Faneuil St,Brighton,MA,02135,(617) 254-2025,11:00 am - 10:00 pm,9
1043,West Side Lounge,"['Restaurants', 'American Restaurants']",20 Larch St,Brighton,MA,02135,(617) 441-5566,5:00 pm - 1:00 am,
1044,Diva,"['Restaurants', 'Seafood Restaurants']",279 Newbury St,Boston,MA,02116,(617) 629-4963,,
1045,New Hong Kong,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",14 Tremont St,Brighton,MA,02135,(617) 783-3236,3:00 pm - 1:30 am,19
1046,Columbus Fish & Oyster,"['Restaurants', 'Seafood Restaurants', 'Fish & Seafood Markets']",41 Belvidere St,Boston,MA,02115,(617) 421-1200,,
1047,Chinese Mirch,"['Restaurants', 'Chinese Restaurants']",251 Massachusetts Ave,Boston,MA,02115,(857) 350-4305,12:00 pm - 5:00 pm,
1048,Toichi Ichiban,"['Restaurants', 'Japanese Restaurants', 'Sushi Bars']",5 Kendall St,Brookline,MA,02445,(617) 277-0088,11:00 am - 10:00 pm,5
1049,Marcello's Restaurant,"['Restaurants', 'Italian Restaurants']",272 Newbury St Apt A,Boston,MA,02116,(617) 536-1004,2:00 pm - 9:45 pm,
1050,Genji Express,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",15 Westland Ave,Boston,MA,02115,(617) 375-1010,8:00 am - 10:00 pm,
1051,Tapeo Inc,"['Restaurants', 'Tapas', 'Bar & Grills']",266 Newbury St,Boston,MA,02116,(617) 267-4799,5:00 pm - 10:00 pm,25
1052,Bottega Fiorentina,"['Restaurants', 'Italian Restaurants']",264 Newbury St Ste B,Boston,MA,02116,(617) 266-0707,11:00 am - 11:00 pm,
1053,Wen's Yunnan Noodle & Ramen,"['Restaurants', 'Asian Restaurants']",247 Newbury St,Boston,MA,02116,(617) 262-6688,11:00 am - 9:30 pm,5
1054,Lillys Gourmet Pasta Express,"['Restaurants', 'Italian Restaurants', 'Fine Dining Restaurants']",1528 Tremont St,Roxbury Crossing,MA,02120,(617) 427-8080,11:00 am - 10:00 pm,10
1055,Ikura,"['Restaurants', 'Japanese Restaurants']",254 Newbury St,Boston,MA,02116,(617) 267-1111,11:30 am - 11:00 pm,
1056,The Jewel of Newbury Restaurant,"['Restaurants', 'Middle Eastern Restaurants', 'Seafood Restaurants']",254 Newbury St,Boston,MA,02116,(617) 947-1854,,21
1057,Wabora,"['Restaurants', 'Asian Restaurants']",254 Newbury St,Boston,MA,02116,(617) 431-2284,11:30 am - 10:30 pm,3
1058,Wings Over,"['Restaurants', 'Chicken Restaurants', 'American Restaurants']",325 Huntington Ave,Boston,MA,02115,(617) 266-9464,11:00 am - 12:00 am,
1059,Uburger,"['Restaurants', 'American Restaurants', 'Hamburgers & Hot Dogs']",360 Huntington Ave,Boston,MA,02115,(617) 536-0448,11:00 am - 11:00 pm,
1060,Conor Larkin's Grill & Tap,"['Restaurants', 'American Restaurants', 'Delicatessens']",329 Huntington Ave,Boston,MA,02115,(617) 867-0084,11:30 am - 1:00 am,18
1061,Mass Bay Company Restaurant,"['Restaurants', 'Seafood Restaurants']",39 Dalton St,Boston,MA,02199,(617) 236-6023,,
1062,Cafe Apropos,"['Restaurants', 'American Restaurants']",39 Dalton St,Boston,MA,02199,(617) 236-2000,6:30 am - 11:00 am,
1063,Serafina,"['Restaurants', 'Italian Restaurants']",237 Newbury St,Boston,MA,02116,(617) 426-1234,,
1064,Symphony Sushi,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",45 Gainsborough St,Boston,MA,02115,(617) 262-3888,11:30 am - 10:15 pm,16
1065,Milkweed,"['Restaurants', 'American Restaurants']",1508 Tremont St,Roxbury Crossing,MA,02120,(617) 708-0784,7:00 am - 4:00 pm,3
1066,Flour Bakery,"['Restaurants', 'American Restaurants', 'Bakeries']",30 Dalton St,Boston,MA,02115,(857) 233-2255,6:30 am - 8:00 pm,
1067,I-CE-NY at Boston,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']",217 Newbury St,Boston,MA,02116,(857) 239-8438,1:00 pm - 10:00 pm,2
1068,Eddie V's Prime Seafood,"['Restaurants', 'Seafood Restaurants']",122 Belvidere St Prudential Center Back Bay,Boston,MA,02199,(617) 358-9990,12:00 pm - 8:00 pm,
1069,Cafe Eilat,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",175 High St,Brookline,MA,02445,(617) 277-0164,11:00 am - 8:45 pm,9
1070,Umai,"['Restaurants', 'Japanese Restaurants', 'Sushi Bars']",224 Newbury St,Boston,MA,02116,(617) 262-2228,11:30 am - 10:00 pm,14
1071,Dirty Water Dough,"['Restaurants', 'Pizza', 'Caterers']",222 Newbury St,Boston,MA,02116,(617) 262-0090,11:00 am - 10:00 pm,13
1072,Eddie V's Prime Seafood,"['Restaurants', 'Seafood Restaurants']",122 Belvidere St,Boston,MA,02199,(617) 358-9990,,
1073,Ginger Exchange,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",250 Huntington Ave,Boston,MA,02115,(617) 867-9999,11:30 am - 11:00 pm,7
